Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
4266,Brand New 4 Bedroom Detached Duplex With Swimming Pool And Bq,"Ajah, Ajah, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4267,Brand New 4 Bedroom Semi Detached Duplex With Swimming Pool,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4268,Brand New 4 Bedrooms Detached Duplex With Bq,"Ajah, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4269,1000 Sqm,"Epe Express Road, Marwa, Lekki, Lagos","₦ 1,800,000,000",,,,Commercial land for sale
4270,Furnished And Lovely 5 Bedroom Duplex,"Royal Garden Estate, Ajah, Lagos","₦ 490,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4271,Lovely 5 Bed Duplex In A Gated Estate,"Royal Garden Estate, Ajah, Lagos","₦ 650,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4272,Lovely 6 Bedroom Duplex In A Gated House,"Royal Garden Estate, Ajah, Lagos","₦ 550,000,000",6 Bedrooms,6 Bathrooms,7 Toilets,6 bedroom detached duplex for sale
4273,Lovely 3 Bedroom Apartment With Bq,"Ajah, Lagos","₦ 110,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom block of flats for sale
4274,Massive And Standard 4 Bedrooms Semi Detached Duplex,"Thomas Estate, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4275,Self Compound 4 Bedroom Semi Detached Duplex,"Thomas Estate, Ajah, Lagos","₦ 115,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for sale
4276,Tastefully 4 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 100,000,000",4 Bedrooms,,5 Toilets,4 bedroom terraced duplex for sale
4277,Contemporary 4 Bedroom Detached Duplex With Bq,"Ajah, Lagos","₦ 240,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom detached duplex for sale
4278,Contemporary 5 Bedroom Detached Duplex With Bq And Pool,"Ajah, Lagos","₦ 250,000,000,000",5 Bedrooms,5 Bathrooms,5 Toilets,5 bedroom detached duplex for sale
4279,4 Bedroom  Duplex,"Ajah, Lagos","₦ 185,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4280,4 Bedroom Duplex,"Ajah, Lagos","₦ 125,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4281,Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale
4282,4 Bedroom Semi Detached Duplex,"Off Abraham Adesanya Road, Lekki Phase 2, Lekki, Lagos","₦ 130,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4283,Passive Investment Business Portfolio Block Of Flats,"Cooperative Villa Estate, Badore, Ajah, Lagos","₦ 350,000,000",11 Bedrooms,11 Bathrooms,15 Toilets,11 bedroom block of flats for sale
4284,2 Bedroom Flat,"Monastery Road,by Shoprite, Sangotedo, Ajah, Lagos","₦ 70,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for sale
4285,Lovely 4 Bedroom With 1 Study Room And 1bq,"Oral Estate, Lekki, Lagos","₦ 300,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4286,"4 Bedroom Semi-detached Duplex, In A Well Secured And Service Estate","Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for sale
4287,4 Bedroom Duplex With A Bq,"Ajah, Lagos","₦ 155,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4288,Luxury 4 Bedroom Fully Detached Duplex With Bq,"Lekki, Lagos","₦ 180,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4289,Luxury 4 Bedroom With Bq,"Premium Estate, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4290,"Spacious Well Built 4 Bedroom Semi Detached Duplex , Bq, In Secure Estate","Ajah, Lagos","₦ 125,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4291,4-bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 175,000,000",4 Bedrooms,,5 Toilets,4 bedroom detached duplex for sale
4292,Luxurious Well Built 4 Bedroom Detached Duplex In A Secure Estate,"Ajah, Lagos","₦ 180,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4293,Furnished Four Bedroom Terrace Duplex Corner Piece With Swimming Pool,"By Lagos Business School, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale
4294,Magnificent 5 Bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 270,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4295,Five Bedroom Fully Detached Duplex With Swimming Pool,"Ajah, Lagos","₦ 280,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4296,Three Bedroom Terrace Duplex,"Ajah, Lagos","₦ 90,000,000",3 Bedrooms,,3 Toilets,3 bedroom terraced duplex for sale
4297,"5 Bedroom Duplex With Pool, Solar Power","Royal Garden Estate, Ajah, Lagos","₦ 800,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4298,Brand New 1 Bedroom Apartment,"Ajah, Lagos","₦ 55,000,000",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for sale
4299,1 Bedrooms Apartment,"Ajah, Lagos","₦ 55,000,000",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for sale
4300,2 Bedrooms Apartment,"Ajah, Lagos","₦ 75,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for sale
4301,"Magnificent 5 Bedroom Detached Duplex With Bq, Pool And Cinema","Royal Gardens Estate, Ajah, Lagos","₦ 650,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4302,Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale
4303,2 Wings 4 Bedroom Semi Detached Duplexes Ensuite Pop Price For 2 Units,"Genesis Court, First Unity Est Road, Badore, Ajah, Lagos","₦ 220,000,000",4 Bedrooms,,,4 bedroom semi-detached duplex for sale
4304,A Mini Flat,"Ologolo, Lekki, Lagos","₦ 85,000,000",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom block of flats for sale
4305,3-bedroom Fully Detached With Bq Bungalow,"Peak Park Estate Phase 2, Oribanwa, Ibeju Lekki, Lagos","₦ 65,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom detached bungalow for sale
4306,4 Bedroom Detached House With Bq,"Ajah, Lagos","₦ 155,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom detached duplex for sale
4307,5 Bedroom Detached House With Bq,"Ajah, Lagos","₦ 190,000,000",5 Bedrooms,5 Bathrooms,5 Toilets,5 bedroom detached duplex for sale
4308,4 Bedroom Detached House With Bq,"Ajah, Lagos","₦ 175,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom detached duplex for sale
4309,4 Bedroom Detached House With Bq,"Ajah, Lagos","₦ 300,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom detached duplex for sale
4310,4 Bedroom Luxury Detached Duplex With Bq,"25b, Addo Road, Abraham Adesanya, Ajah, Lagos","₦ 195,000,000",4 Bedrooms,,54 Toilets,4 bedroom detached duplex for sale
4311,5 Bedroom Detached Duplex With Pool,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,4 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4312,4 Bedroom Detached House With Bq,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4313,5 Bedroom Detached House,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,6 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4314,4 Bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 145,000,000",4 Bedrooms,,,4 bedroom semi-detached duplex for sale
4315,4 Bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,,,4 bedroom semi-detached duplex for sale
4316,4 Bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 145,000,000",4 Bedrooms,,,4 bedroom semi-detached duplex for sale
4317,Contemporary Luxury Smart Home With Cinema And Pool,"Royal Garden Estate, Ajah, Lagos","₦ 650,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4318,Contemporary 5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,,,5 bedroom house for sale
4319,Contemporary 5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,,,5 bedroom house for sale
4320,Brand New 4 Bedroom Detached Home With A Bq,"Ajah, Lagos","₦ 170,000,000",4 Bedrooms,,,4 bedroom house for sale
4321,Lovely 4 Bedroom With 1 Study Room And 1bq,"Oral Estate, Lekki, Lagos","₦ 300,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4322,"4 Bedroom Semi-detached Duplex, In A Well Secured And Service Estate","Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for sale
4323,Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale
4324,Spacious Miniflat,"Badore, Ajah, Lagos","₦ 2,000,000",1 Bedroom,1 Bathroom,1 Toilet,1 bedroom mini flat (room and parlour) for sale
4325,Newly Built 4 Bedroom Semidetached Duplex,"Sangotedo, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4326,Budget Friendly Brand New 1 Bedroom Apartment.,"Sangotedo, Ajah, Lagos","₦ 40,000,000",1 Bedroom,1 Bathroom,1 Toilet,1 bedroom flat / apartment for sale
4327,4 Bedroom Detached Duplex With Pool,"Crown Estate, Sangotedo, Ajah, Lagos","₦ 295,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4328,"Luxury 5 Bedrooms Fully Detached Duplex Bq, Swimming Pool, Study Room","Sangotedo, Ajah, Lagos","₦ 290,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4329,Massive 4 Bedroom Semi Detached Duplex With Bq,"Off Abraham Adesanya Road, Ogombo, Ajah, Lagos","₦ 95,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4330,3 Bedroom Fully Detached Duplex,"Okun-Ajah, Ajah, Lagos","₦ 58,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom detached duplex for sale
4331,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 198,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale
4332,Exquisite 5 Bedroom Detached Duplex With Bq Pool,"Ajah, Lagos","₦ 240,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4333,Spacious Four Bedroom Detached Duplex With Bq,"Peninsula Garden, Ajah, Lagos","₦ 190,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4334,Elegance Redefined 4 Bedroom Fully Detached Duplex With A Bq,"Ajah, Lagos","₦ 160,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4335,Land Measuring 660 Sqm,"Royal Garden Estate., Ajah, Lagos","₦ 255,000,000",660 sqm Total Area,,,Land for sale
4336,Land Measuring 1500 Sqm,"Royal Garden Estate, Ajah, Lagos","₦ 500,000,000","1,500 sqm Total Area",,,Land for sale
4337,Luxury 5 Bedroom Fully Detached Duplex.,"Ajah, Lagos","₦ 240,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4338,Luxury 5 Bedroom Fully Detached Duplex.,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4339,Newly Built 4 Bedroom Semi Detached Duplex.,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4340,Stunning 4 Bedrooms Semi Detached Duplex With Bq,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4341,Lovely 5 Bedrooms Detached Duplex With Swimming Pool And Bq,"Ajah, Lagos","₦ 285,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4342,Lovely 5 Bedrooms Detached Duplex With Swimming Pool And Bq,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4343,Luxury 4 Bedroom With Contemporary Finishing,"Ajah, Lagos","₦ 198,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4344,Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale
4345,Luxurious 5 Bedroom Fully Detached Duplex With Bq,"Lekki Phase 2, Lekki, Lagos","₦ 1,300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4346,Exquisite 5 Bedroom Fully Detached Duplex With Bq Pool,"Lekki Phase 2, Lekki, Lagos","₦ 650,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4347,Luxurious 5 Bedroom Fully Detached Duplex With Bq,"Lekki Phase 2, Lekki, Lagos","₦ 1,200,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4348,Exquisite 6 Bedroom Fully Detached Duplex With Bq,"Lekki Phase 2, Lekki, Lagos","₦ 800,000,000",6 Bedrooms,6 Bathrooms,7 Toilets,6 bedroom detached duplex for sale
4349,28 Units Of Mini Flat,"Ado, Ajah, Lagos","₦ 300,000,000",1 Bedroom,2 Bathrooms,2 Toilets,1 bedroom mini flat (room and parlour) for sale
4350,Six Bedroom Luxurious Apartment,"Lekki Plam City, Ado, Ajah, Lagos","₦ 260,000,000",6 Bedrooms,6 Bathrooms,7 Toilets,6 bedroom detached duplex for sale
4351,4 Bedroom Duplex Semi Detached Duplex,"Golden Pack Estate, Sangotedo, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4352,Luxury Smart Brand 4 Bedroom Spacious Duplex,"Sangotedo, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4353,Shop,"Thomas Estate, Ajiwe, Ajah, Lagos","₦ 2,700,000",1 Bathroom,1 Toilet,Save,Shop for sale
4354,4 Bedroom Terrace Duplex,"Ajah Palm City Estate, Lekki, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale
4355,2 Plots Of Corner Piece Land,"Greenland Estate, Ajah, Lagos","₦ 55,000,000","1,300 sqm Total Area",,,Land for sale
4356,Land Measuring: 631sqm,"Ajah, Lagos","₦ 30,000,000",631 sqm Total Area,,,Land for sale
4357,400sqmt Prime Dry Land In A Prime Location,"Close Proximity To Ajah Bridge, Ajah, Lagos","₦ 60,000,000",400 sqm Total Area,,,Mixed-use land for sale
4358,3 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 70,000,000",3 Bedrooms,,4 Toilets,3 bedroom terraced duplex for sale
4359,4 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 85,000,000",4 Bedrooms,,5 Toilets,4 bedroom terraced duplex for sale
4360,Luxury 4 Bedroom Terrace Duplex,"Orchid Road, Lekki, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale
4361,Furnished 4 Bedroom Duplex In A Cozy Upscale Estate With Pool,"Lagos Business School, Ajah, Lagos","₦ 115,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale
4362,4 Bedroom Detached House,"Ajah, Lagos","₦ 155,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom detached duplex for sale
4363,4 Bedroom Detached House With Bq,"Ajah, Lagos","₦ 180,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom detached duplex for sale
4364,Brand New Furnished 4 Bedroom Terrace Duplex Cornerpiece,"Lekki Gardens Estate, Ajah, Lagos","₦ 115,000,000",4 Bedrooms,,,4 bedroom terraced duplex for sale
4365,Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4366,"5 Bedroom Duplex With Swimming Pool, Open Rooftop","Sangotedo, Ajah, Lagos","₦ 230,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4367,Newly Built 4 Bedroom Semi-detached Duplex,"Skymall Axis, Sangotedo, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4368,5 Bedroom Duplex With Swimming Pool,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4369,Four Bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4370,Five Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 280,000,000",5 Bedrooms,5 Bathrooms,5 Toilets,5 bedroom detached duplex for sale
4371,The Most Beautiful 4 Bedroom Semi-detached Duplex In Secure  Estate,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4372,"Your Dream Home Awaits, 4 Bedroom Detached Duplex In A Serene Estate","Ajah, Lagos","₦ 185,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4373,Newly Built 3 Bedroom Terraced Duplex,"Mobile Road, Ajah, Lagos","₦ 115,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale
4374,Five Bedroom Fully Detached Duplex With Swimming Pool,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4375,Luxury 3 Bedroom Terrace Duplex,"Sangotedo, Ajah, Lagos","₦ 85,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale
4376,Luxury 3 Bedroom Terrace Duplex,"Ajah, Lagos","₦ 100,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale
4377,3 Bedroom Apartment,"Addo Road, Ajah, Lagos","₦ 85,000,000",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom block of flats for sale
4378,5 Bedroom Duplex With Swimming Pool,"Ajah, Lagos","₦ 220,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4379,Brand New 4 Bedroom Fulky Detached Duplex With Bq For Distress,"Lekki Palm City/captain Court Estate, Ajah, Lagos","₦ 180,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4380,Luxurious 3 Bedroom Fully Detached Bungalow,"Ibeju Lekki, Lagos","₦ 75,000,000",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for sale
4381,5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 190,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4382,Now Available,"Abraham Adesanya, Ajah, Lagos","₦ 60,000,000",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for sale
4383,Modern 3 Bedroom Terrace Duplex,"Abraham Adesanya, Lekki, Lagos","₦ 125,000,000",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale
4384,A Brand New Luxury 5 Bedroom House With 2 Bq And Swimming Pool .,"Royal Garden Estate, Ajah, Lagos","₦ 650,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4385,Newly Built 4 Bedroom Semi Detached Duplex With Bq,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4386,Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale
4387,"Exquisite 4 Bedroom Duplex With Bq, & Solar","Lekki Phase 2, Lekki, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4388,"Luxury 5 Bedroom Duplex With Bq, Pool & Gym","Lekki Phase 2, Lekki, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4389,Luxurious 4 Bedroom Fully Detached Duplex With Bq,"Lekki Phase 2, Lekki, Lagos","₦ 190,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4390,Luxurious 4 Bedroom Detached Duplex With Bq,"Lekki Phase 2, Lekki, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4391,Exquisite 4 Bedroom Semi-detached Duplex With Bq,"Lekki Phase 2, Lekki, Lagos","₦ 145,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4392,Exquisite 4 Bedroom Semi-detached Duplex,"Lekki Phase 2, Lekki, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4393,Luxury 4 Bedroom Semi Detached Duplex With Bq,"Ajah, Lekki Phase 2, Lekki, Lagos","₦ 130,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4394,Four Bedroom Semi Detached Duplex With Bq,"Sangotedo, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4395,Well Finished 4 Bedroom Detached Duplex With A Bq,"Peninsula Garden Estate, Sangotedo, Ajah, Lagos","₦ 180,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4396,Super Deal With B Q In Serene Estate,"Sangotedo, Ajah, Lagos","₦ 105,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4397,Super Excited Good Deal,"Olokonla, Ajah, Lagos","₦ 95,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4398,Five Bedroom Fully Detached Duplex With Swimming Pool,"Ajah, Lagos","₦ 290,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4399,Land With Old Structure Facing The Road,"Ado Road, Ajah, Lagos","₦ 250,000,000",,,,Commercial land for sale
4400,A Nice Standard Plot Of Land,"Sunny Villa, Ajah, Lagos","₦ 35,000,000",709 sqm Total Area,,,Mixed-use land for sale
4401,Beautiful And Standard 4 Bedroom Duplex With Bq,"Thomas Estate, Ajah, Lagos","₦ 90,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale
4402,5-bedroom Fully Detached Duplex With Bq & Pool,"Ajah, Lagos","₦ 290,000,000",5 Bedrooms,,6 Toilets,5 bedroom detached duplex for sale
4403,5-bedroom Fully Detached Duplex With Bq & Swimming Pool,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,,6 Toilets,5 bedroom detached duplex for sale
4404,5 Bedroom Fully Detached Duplex With Swimming Pool,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale
4405,4-bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,,5 Toilets,4 bedroom semi-detached duplex for sale
4406,Brand New 4 Bedrooms Fully Detached,"Lekki Palm City, Ajah, Lagos","₦ 200,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale
4407,Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale
4408,"2 Plots, Fenced And Gated","Westwood Estate, Badore, Ajah, Lagos","₦ 30,000,000","10,000 sqm Covered Area",,,Mixed-use land for sale
4409,3 Bedroom Terrace In A Serene Estate,"Sangotedo, Ajah, Lagos","₦ 75,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale
4410,4-bedroom Terrace Duplex,"Sangotedo, Sangotedo, Ajah, Lagos","₦ 125,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale
4411,Brand New 2 Bedroom Flat,"Ogombo, Ajah, Lagos","₦ 100,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for sale
4412,Luxury 4 Bedrooms Duplex,"Olokonla, Ajah, Lagos","₦ 95,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale
4413,C Of O,"Facing Ajah /epe Expressway, Ajiwe, Ajah, Lagos","₦ 1,200,000,000","5,000 sqm Total Area",,,Mixed-use land for sale
4414,"Land Measuring 1,300sqm","Thomas Estate, Ajah, Lagos","₦ 220,000,000",,,,Residential land for sale
4415,Block Of Flats Available,"Thomas Estate, Ajah, Lagos","₦ 150,000,000",4 Toilets,,Save,Block of flats for sale
4416,Governor's Consent And Deed Of Assignment,"Divine Home Thomas Estate, Ajah, Lagos","₦ 50,000,000",392 sqm Total Area,,,Residential land for sale
4417,4 Bedroom Fully Detached Duplex With Bq For Distress,"Captain Court Estate/lekki Palm City Estate, Ajah, Lagos","₦ 190,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale
4418,Brand New Spacious 3 Bedroom Terraced Duplex,"Abraham Adesanya, Ajah, Lagos","₦ 90,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale
4419,Brand New 4  Bedroom Semi-detached Duplex With A Bq,"Abraham Adesanya, Ajah, Lagos","₦ 130,000,000",4 Bedrooms,,,4 bedroom semi-detached duplex for sale
4420,Luxurious 4 Bedroom Terraced Duplex,"Mobil Road, Ajah, Lagos","₦ 120,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale
