,Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
2944,"Available Plots Of Land ,pay And Build","Excellence Garden 1 Close To Lekki International Airport, Ibeju Lekki, Lagos","₦ 20,000,000",600 sqm Total Area,N/A,N/A,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki-ibeju/2612760-available-plots-of-land-pay-and-build
2945,Affordable Land For Housing Available,"Back Of Amen Estate Phase 2, Ayiegbami Eluju, Eluju, Ibeju Lekki, Lagos","₦ 32,000,000",648 sqm Total Area,N/A,N/A,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki-ibeju/eluju/2612637-affordable-land-for-housing-available
2946,Beach Resort And Hotel On One Acre Land,"Beach Resort, Okun-Ajah, Ajah, Lagos","₦ 600,000,000",20 Parking Spaces,N/A,N/A,Commercial property for sale,https://nigeriapropertycentre.com/for-sale/commercial/lagos/ajah/okun-ajah/2611643-beach-resort-and-hotel-on-one-acre-land
2947,Uniquely Built 5 Bedrooms Fully Detached Duplex With Bq.,"GRA, Ogudu, Lagos","₦ 375,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ogudu/gra/2602323-uniquely-built-5-bedrooms-fully-detached-duplex-with-bq
2948,Mansion,"Royal Garden Estate, Ajah, Lagos","₦ 480,000,000",5 Bedrooms,6 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2583174-mansion
2949,3 Bedroom Luxury Apartment (24hours Light),"Ajah, Lagos","₦ 75,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/2557240-3-bedroom-luxury-apartment-24hours-light
2950,2 Bedroom Luxury Apartment (24hours Light),"Ajah, Lagos","₦ 60,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/2557233-2-bedroom-luxury-apartment-24hours-light
2951,Jewel Depalms Luxurious Apartments With C Of O,"Infinity Estate, Along Addo Road, Ajah, Lagos","₦ 69,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/2498809-jewel-depalms-luxurious-apartments-with-c-of-o
2952,2 Bedroom Terrace Duplex. Beautifully Constructed,"Moremi Scheme, Oko Ado, Beside Lagos Business School, Ajah, Lagos","₦ 90,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/2552732-2-bedroom-terrace-duplex-beautifully-constructed
2953,A Plot Of Land,"Kos Royal Garden, Ogidan, Sangotedo, Ajah, Lagos","₦ 75,000,000",550 sqm Total Area,N/A,N/A,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/sangotedo/2498685-a-plot-of-land
2954,Exquisitely Built 4 Bedroom Terraced Duplex With A Bq And Garage,"Omole Phase 1, Ikeja, Lagos","₦ 420,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikeja/omole-phase-1/2547768-exquisitely-built-4-bedroom-terraced-duplex-with-a-bq-and-garage
2955,"Residential Land, C Of O - 901 Sqm","Royal Gardens Estate, Lekki Expressway, Lekki, Lagos","₦ 330,000,000",901 sqm Total Area,N/A,N/A,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki/lekki-expressway/2407370-residential-land-c-of-o-901-sqm
2956,Spaciously Built 4 Bedroom Duplex,"Lekki Palm City, Ajah, Lagos","₦ 120,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2513508-spaciously-built-4-bedroom-duplex
2957,Brand New 4 Bedroom Semi-detached Duplex With A Boys Quarter,"General Paint, Ajah, Lagos","₦ 82,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
2958,Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
2959,Fast Developing Estate Land Facing The Major Lekki & Vi New Road,"After Vi, Lekki, Ajah,sangotedo, Abijo, Mayfair Garden, New Road Beach, Awoyaya, Ibeju Lekki, Lagos","₦ 5,000,000",300 sqm Total Area,N/A,N/A,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki-ibeju/awoyaya/2188971-fast-developing-estate-land-facing-the-major-lekki-vi-new-road
2960,Two Blocks Of Flat,"Okeira, Ajah, Lagos","₦ 150,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/2419548-two-blocks-of-flat
2961,Residential Land With C Of O - 920 Sqm,"Royal Gardens Estate, Lekki Expressway, Lekki, Lagos","₦ 350,000,000",920 sqm Total Area,N/A,N/A,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/lekki/lekki-expressway/2407249-residential-land-with-c-of-o-920-sqm
2962,Brand New 4 Bedrooms Detached Duplex In A Secured Estate,"Abraham Adesanya, Ajah, Lagos","₦ 150,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2296130-brand-new-4-bedrooms-detached-duplex-in-a-secured-estate
2963,Gorgeous Finished 5 Bedrooms Fully Detached Duplex With A Bq,"Ikeja GRA, Ikeja, Lagos","₦ 750,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/gra/2386681-gorgeous-finished-5-bedrooms-fully-detached-duplex-with-a-bq
2964,Land,"Genesis Court, Abraham Adesanya By Lekki Gardens, Ajah, Lagos","₦ 168,000,000",4 Parking Spaces,N/A,N/A,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/2358623-land
2965,Filling Station + Multiple Nozzles Of Pms & Shops On 2500sqm Land,"Ado, Ajah, Lagos","₦ 1,700,000,000",,N/A,N/A,Filling station for sale,https://nigeriapropertycentre.com/for-sale/commercial/filling-stations/lagos/ajah/ado/2309441-filling-station-multiple-nozzles-of-pms-shops-on-2500sqm-land
2966,Newly Built & Smart 2 Bedroom Flat In A Mini Estate,"Abijo Gra, Ajah, Lagos","₦ 63,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
2967,4 Bedroom Terrace Duplex,"Abraham Adesanya, Ajah, Lagos","₦ 135,000,000",4 Bedrooms,N/A,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3311712-4-bedroom-terrace-duplex
2968,Newly Built 4 Bedroom Semi Detached Duplex With A Bq,"General Paint, Ajah, Lagos","₦ 130,000,000",4 Bedrooms,N/A,N/A,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3310431-newly-built-4-bedroom-semi-detached-duplex-with-a-bq
2969,5 Bedroom Detached Duplex,"Lekki Scheme 2, Ajah, Lagos","₦ 200,000,000",5 Bedrooms,N/A,N/A,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3310258-5-bedroom-detached-duplex
2970,Modern 3 Bedroom Terraced Duplex,"Ilaje, Ajah, Lagos","₦ 120,000,000",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/ilaje-ajah/3309916-modern-3-bedroom-terraced-duplex
2971,3 Bedroom Terrace Duplex,"Sangotedo, Ajah, Lagos","₦ 95,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/3309813-3-bedroom-terrace-duplex
2972,Tastefully Finished Four Bedroom Terraced Duplex,"Pennek Estate, Ajah, Lagos","₦ 100,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3309751-tastefully-finished-four-bedroom-terraced-duplex
2973,4 Bedroom Terrace Duplex,"Ikota, Lekki, Lagos","₦ 120,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/ikota/3309725-4-bedroom-terrace-duplex
2974,Built Five Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 550,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3309140-built-five-bedroom-fully-detached-duplex
2975,Lovely Built 5 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 470,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3309116-lovely-built-5-bedroom-fully-detached-duplex
2976,Beautifully Built 5 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 900,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3309109-beautifully-built-5-bedroom-fully-detached-duplex
2977,Luxury 4 Bedroom Fully Detached Duplex With Bq,"Thomas Estate, Ajah, Lagos","₦ 165,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3309058-luxury-4-bedroom-fully-detached-duplex-with-bq
2978,4 Bedroom Detached Duplex With Boy's Quarters,"Ajah, Lagos","₦ 165,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3308930-4-bedroom-detached-duplex-with-boys-quarters
2979,Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
2980,4 Bedroom Detached Duplex With Boy's Quarters,"Ajah, Lagos","₦ 165,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3308930-4-bedroom-detached-duplex-with-boys-quarters
2981,4 Bedroom Detached Duplex,"Ajah, Lagos","₦ 260,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3308555-4-bedroom-detached-duplex
2982,Gorgeously Finished Luxury 4 Bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 180,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3308546-gorgeously-finished-luxury-4-bedroom-fully-detached-duplex-with-bq
2983,500sqm Cornerpiece Land,"Lekki Scheme 2, Off Abraham Adesanya Road, Ogombo, Ajah, Lagos","₦ 65,000,000",500 sqm Total Area,N/A,N/A,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/ogombo/3308461-500sqm-cornerpiece-land
2984,Neatly Finished 3 Bedroom Duplex In An Estate,"Sangotedo, Ajah, Lagos","₦ 95,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/3308363-neatly-finished-3-bedroom-duplex-in-an-estate
2985,Self-compound 4-bedroom Duplex With Bq,"Lekki Scheme 2, Ajah, Lagos","₦ 95,000,000",4 Bedrooms,N/A,N/A,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3308124-self-compound-4-bedroom-duplex-with-bq
2986,Well Built 3 Bedroom Detached Bungalow,"Abraham Adesanya Estate, Ajah, Lagos","₦ 85,000,000",3 Bedrooms,N/A,N/A,3 bedroom semi-detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-bungalows/lagos/ajah/3308063-well-built-3-bedroom-detached-bungalow
2987,Four Bedroom Terrace Duplex,"Ajah, Lagos","₦ 105,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3307061-four-bedroom-terrace-duplex
2988,Ready To Build 3 Plots Of Land,"Atlantic Nomittee, Ajah, Lagos","₦ 75,000,000",,N/A,N/A,Residential land for sale,https://nigeriapropertycentre.com/for-sale/land/residential-land/lagos/ajah/3306980-ready-to-build-3-plots-of-land
2989,3 Bedroom Bungalow,"Agunfoye Off Bayeku Road, Igbogbo, Ikorodu, Lagos","₦ 15,000,000",3 Bedrooms,2 Bathrooms,3 Toilets,3 bedroom detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ikorodu/igbogbo/3306832-3-bedroom-bungalow
2990,Spacious 4 Bedrooms Semi Detached Duplex With Bq,"Ologolo Sangotedo Ajah, Lekki, Lagos","₦ 250,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3306514-spacious-4-bedrooms-semi-detached-duplex-with-bq
2991,Own A Premium 4-bedroom Terrace Duplex,"Lekki Scheme 2, Abraham Adesanya, Ajah, Lagos","₦ 130,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3305923-own-a-premium-4-bedroom-terrace-duplex
2992,Spaciously Built 3 Bedroom Apartment With Gym Pool And Bq,"Ajah, Lagos","₦ 97,000,000",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ajah/3305666-spaciously-built-3-bedroom-apartment-with-gym-pool-and-bq
2993,"Luxury Spacious 3 Bedroom Terrace Duplex With Gym, Swimming Pool","Mobil Road, Ilaje, Ajah, Lagos","₦ 120,000,000",3 Bedrooms,N/A,N/A,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/ilaje-ajah/3305035-luxury-spacious-3-bedroom-terrace-duplex-with-gym-swimming-pool
2994,"Beautiful 4 Bedroom Terraced Duplex With Play Area, Swimming Pool & Gym","Ajah, Lagos","₦ 120,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3304524-beautiful-4-bedroom-terraced-duplex-with-play-area-swimming-pool-gym
2995,Luxury 5 Bedroom Duplex With Swimming Pool And Gym House,"Ajah, Lagos","₦ 850,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3304413-luxury-5-bedroom-duplex-with-swimming-pool-and-gym-house
2996,Newly Built 5 Bedroom Detached Duplex,"Sangotedo, Ajah, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3304411-newly-built-5-bedroom-detached-duplex
2997,Luxury 3 Bedroom Terraced Duplex,"Ajah, Lagos","₦ 95,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3304346-luxury-3-bedroom-terraced-duplex
2998,Contemporary 4 Bedroom Duplex,"Ajah, Lagos","₦ 170,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3304296-contemporary-4-bedroom-duplex
2999,Luxury 5 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 270,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3304276-luxury-5-bedroom-fully-detached-duplex
3000,Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
3001,Beautifully Built 4 Bedroom Detached Duplex,"Lekki Palm City, Ajah, Lagos","₦ 200,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3301279-beautifully-built-4-bedroom-detached-duplex
3002,Newly Built One Bedroom Apartment (room & Parlour),"Mobil Road, Ajah, Lagos","₦ 60,000,000",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/ajah/3301258-newly-built-one-bedroom-apartment-room-parlour
3003,Contemporary 3-bedroom Terraced Duplex + Bq,"Hitech Road, Ajah, Lagos","₦ 120,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3301241-contemporary-3-bedroom-terraced-duplex-bq
3004,Spacious Massive Luxury Corner Piece-  Furnish 3 Bedroom Terraced Duplex,"Lekki Garden Phase 2, Lekki, Lagos","₦ 115,000,000",3 Bedrooms,3 Bathrooms,N/A,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3301075-spacious-massive-luxury-corner-piece-furnish-3-bedroom-terraced-duplex
3005,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 230,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3301074-4-bedroom-fully-detached-duplex
3006,Contemporary 4 Bedroom Duplex,"Lekki Palm City, Ajah, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3301018-contemporary-4-bedroom-duplex
3007,4 Bedroom Fully Detached Duplex With Excellent Facility,"Ajah, Lagos","₦ 225,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3300041-4-bedroom-fully-detached-duplex-with-excellent-facility
3008,Luxury 5 Bedroom Fully Detached Duplex With Excellent Facility,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3299967-luxury-5-bedroom-fully-detached-duplex-with-excellent-facility
3009,Newly Built 4 Bedroom Semi Detached Duplex,"Lekki Palm City, Ajah, Lagos","₦ 140,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3264371-newly-built-4-bedroom-semi-detached-duplex
3010,Contemporary 4 Bedroom Terraced Duplex,"Ajah, Lagos","₦ 125,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3299439-contemporary-4-bedroom-terraced-duplex
